distancia_km,pasajeros,hora_recoleccion,zona_origen,zona_destino,duracion_minutos
2.896812,1,8,74,166,11.533333333333333
0.9495106,6,18,83,83,8.35
2.1887024,1,7,74,75,7.566666666666666
1.1265379999999998,1,16,42,74,6.883333333333334
10.3319628,2,20,181,230,37.1
1.0299776,1,18,43,263,7.75
8.223727400000001,1,0,130,38,20.0
2.092142,1,17,75,74,9.166666666666666
2.1887024,1,9,236,238,8.916666666666666
1.0138842,1,16,74,74,3.466666666666667
0.9977908,1,20,196,95,2.95
4.6992728,1,9,74,238,23.916666666666668
3.2347733999999995,1,9,65,231,9.45
1.1265379999999998,1,7,74,75,4.6
4.8441133999999995,1,6,43,161,7.933333333333334
7.0810960000000005,2,19,97,261,14.583333333333334
2.092142,1,16,166,238,6.8
1.8185542,1,17,210,210,12.883333333333333
1.5449663999999999,1,13,236,43,8.516666666666667
6.9684422,1,20,97,35,22.916666666666668
0.37014820000000004,1,10,95,95,1.1666666666666667
1.689807,1,10,74,41,9.033333333333333
2.8646252,1,18,43,41,11.0
10.3963364,1,0,130,9,19.9
3.8463226,1,12,43,143,15.05
1.367939,1,22,223,223,4.85
2.5427572,1,18,97,189,16.633333333333333
5.5200362,1,18,74,239,16.433333333333334
2.5427572,5,17,95,135,8.633333333333333
3.2508668,1,11,74,236,9.55
2.3818232,1,12,75,237,16.816666666666666
1.8185542,2,14,41,152,9.033333333333333
8.207633999999999,1,15,134,218,28.55
3.4118008,1,13,75,141,18.633333333333333
1.1104446,1,17,43,236,3.6166666666666667
2.011675,1,18,75,74,4.366666666666666
4.007256600000001,1,11,74,262,14.583333333333334
2.6232241999999997,1,20,74,236,6.133333333333334
1.8346475999999998,1,16,75,166,9.066666666666666
3.4600809999999997,1,9,74,166,14.266666666666667
5.7453438,1,22,82,70,9.8
3.1864932,2,7,74,151,10.25
2.2208892,1,9,74,75,8.133333333333333
1.8829277999999998,1,7,74,75,13.383333333333333
11.8769292,1,17,95,145,27.816666666666666
1.448406,1,13,97,65,9.716666666666667
2.8646252,1,10,74,236,11.066666666666666
3.1060262,1,12,95,196,13.366666666666667
1.2230984,1,17,75,236,5.9
2.0760486,1,12,74,75,12.066666666666666
2.735878,1,16,74,116,20.316666666666666
1.9151146,5,7,75,237,21.616666666666667
3.0416526,1,19,33,195,13.566666666666666
1.4966862,1,21,92,92,8.05
4.1199104,1,11,82,138,9.783333333333333
2.5749440000000003,2,18,74,75,8.633333333333333
4.7314596,1,16,130,205,18.25
6.6626676,1,22,166,50,11.816666666666666
2.1243288000000002,1,18,116,41,8.333333333333334
0.48280199999999995,1,18,52,25,2.0166666666666666
4.3130312,1,14,74,151,17.333333333333332
2.2369825999999997,1,11,75,74,9.183333333333334
6.2281458,1,16,75,186,42.43333333333333
4.0716301999999995,1,21,74,244,13.2
9.8813476,2,15,97,26,42.61666666666667
5.471756,1,19,74,238,21.383333333333333
5.0533276,2,8,74,159,25.15
6.8557884,1,18,166,50,23.483333333333334
3.1543064,1,19,74,159,19.1
0.9012304000000001,1,9,236,263,3.35
1.9312079999999998,1,15,166,238,6.75
0.45061520000000005,1,0,130,130,2.1
1.9312079999999998,1,15,74,41,8.45
1.5610598,1,7,74,42,7.783333333333333
1.5127796,5,12,74,74,5.35
2.1243288000000002,1,23,66,65,10.9
2.6875978,1,17,75,239,7.733333333333333
1.9312079999999998,2,19,25,54,14.083333333333334
1.4644994,1,15,95,95,4.816666666666666
2.2530759999999996,1,15,75,74,7.566666666666666
1.4323126,1,20,66,33,6.5
2.0599552,1,23,97,97,13.25
3.1864932,6,11,75,41,10.683333333333334
2.1887024,6,17,75,74,5.4
12.0217698,1,18,244,230,25.416666666666668
2.6875978,1,12,97,34,18.166666666666668
2.2852628,1,13,75,74,7.85
3.0738393999999998,1,14,82,7,15.95
3.8463226,1,13,41,236,14.883333333333333
3.8785094,1,17,74,263,20.183333333333334
3.6692951999999996,1,7,74,166,16.25
2.3979166,1,5,74,43,8.75
2.6071308,5,17,65,49,9.166666666666666
5.4556626,1,16,134,216,21.1
0.7885766,1,14,75,75,4.9
1.207005,1,17,75,41,3.183333333333333
1.3196588,1,10,74,41,5.6
2.6393176,1,9,197,134,10.316666666666666
2.6715044,1,17,41,116,12.866666666666667
5.1177012,1,9,74,141,13.95
2.2530759999999996,1,7,75,74,4.966666666666667
2.1243288000000002,1,18,41,75,6.983333333333333
5.0050474,1,12,116,238,18.266666666666666
2.5749440000000003,1,8,74,166,11.283333333333333
2.6875978,2,16,97,33,14.116666666666667
1.207005,1,12,264,264,2.9
4.7314596,1,22,97,231,12.633333333333333
0.19312079999999998,4,21,130,130,2.7666666666666666
0.9495106,1,9,166,41,3.5
2.4461968,1,10,74,75,18.816666666666666
4.747553,1,13,74,262,19.016666666666666
1.3840324,1,18,97,189,8.316666666666666
2.0760486,1,9,74,166,9.383333333333333
4.6992728,1,4,82,82,25.0
0.9012304000000001,1,15,129,260,4.916666666666667
11.297566799999998,1,21,65,14,20.366666666666667
3.4922678,1,13,236,140,23.916666666666668
2.9611856000000003,1,12,75,166,9.783333333333333
1.7863674,1,16,43,238,5.983333333333333
3.7336688,1,10,74,238,12.516666666666667
2.896812,6,13,75,74,11.133333333333333
2.6232241999999997,1,12,75,166,10.833333333333334
3.5566413999999997,1,13,74,263,15.433333333333334
1.5932466,1,11,75,41,5.5
3.7658555999999996,1,9,74,238,9.816666666666666
3.6853886,1,7,74,166,17.033333333333335
3.9106962000000003,1,23,74,263,11.033333333333333
1.9955816,1,12,74,74,9.866666666666667
1.9312079999999998,1,21,97,33,7.666666666666667
2.1243288000000002,1,18,82,207,7.35
0.19312079999999998,1,14,82,83,3.05
1.448406,1,19,74,42,6.366666666666666
4.184284,2,15,74,262,13.283333333333333
2.896812,1,10,166,116,6.75
2.8646252,1,21,95,95,6.65
3.0738393999999998,2,19,74,166,15.433333333333334
3.4118008,1,16,193,112,10.183333333333334
2.2530759999999996,1,7,74,75,6.166666666666667
1.8024608000000002,1,9,75,238,9.033333333333333
1.6576202,2,17,75,74,5.85
2.2691694,1,12,74,42,9.566666666666666
2.2530759999999996,1,19,74,75,6.633333333333334
1.3035654,1,21,75,236,5.95
3.2830536,1,14,74,24,12.916666666666666
8.931837,1,13,260,134,34.0
4.9728606,1,20,74,244,18.666666666666668
0.5471756,1,18,65,97,9.266666666666667
3.3313338,1,14,42,151,12.866666666666667
4.8602068,1,12,41,142,20.05
2.7841582,2,11,166,75,15.066666666666666
2.5427572,1,18,66,54,8.45
1.8668344,2,15,74,41,8.966666666666667
2.3335429999999997,1,19,75,24,9.45
3.621015,1,19,82,138,14.283333333333333
2.816345,1,17,97,49,19.4
7.402963999999999,1,10,74,239,20.25
1.9312079999999998,1,14,74,75,9.716666666666667
2.7036911999999997,1,9,166,75,11.783333333333333
6.0028382,1,15,82,138,11.783333333333333
1.1909116,1,23,7,7,4.716666666666667
2.6715044,1,13,74,152,13.716666666666667
2.7036911999999997,1,19,41,42,9.5
1.2713786,1,12,95,95,7.883333333333334
3.9750698000000004,1,10,74,263,14.45
2.3657298,1,12,166,75,10.466666666666667
2.655411,6,11,168,74,7.15
5.8579976,1,2,83,7,12.15
2.7036911999999997,1,17,74,166,10.8
3.4922678,1,12,74,151,13.433333333333334
5.1659814,1,13,74,75,22.033333333333335
3.2830536,1,17,75,142,10.35
4.9889540000000006,1,15,166,262,17.233333333333334
3.0738393999999998,2,9,74,166,14.566666666666666
4.667085999999999,1,20,75,229,25.25
5.1981682,1,18,236,230,21.783333333333335
1.1265379999999998,1,10,41,41,5.366666666666666
11.555061199999999,1,17,65,227,26.333333333333332
3.5727348,2,15,74,166,14.733333333333333
3.2830536,1,11,75,140,20.916666666666668
3.21868,5,19,74,236,8.716666666666667
2.2530759999999996,1,8,74,75,10.616666666666667
4.2486576000000005,1,9,74,262,19.916666666666668
0.14484059999999999,1,17,66,97,16.233333333333334
1.3035654,5,14,33,52,16.216666666666665
5.9545580000000005,1,16,66,249,47.13333333333333
1.2391918,1,17,95,95,4.266666666666667
1.4162192,1,2,255,256,3.5833333333333335
1.8668344,1,18,75,263,8.1
8.3363812,1,4,25,158,26.5
5.149888000000001,5,15,75,162,26.95
10.6860176,1,17,74,138,22.383333333333333
1.7219938000000001,1,20,95,134,5.416666666666667
4.1681906,1,19,41,262,13.316666666666666
5.1981682,1,22,74,141,15.816666666666666
1.4644994,1,8,74,75,4.35
1.4805928000000002,1,12,83,82,10.7
2.7680648,1,12,95,28,8.55
1.367939,5,22,129,129,6.283333333333333
5.2786352,1,14,43,170,30.05
14.789834599999999,1,18,75,220,28.05
3.21868,1,13,75,237,14.816666666666666
6.9845356,1,15,97,133,22.15
6.43736,2,19,74,141,15.1
0.9656039999999999,2,18,75,75,2.35
2.6715044,1,8,74,166,11.25
4.184284,1,8,74,43,13.933333333333334
1.9955816,1,21,75,238,6.366666666666666
3.0094658,2,17,65,40,13.416666666666666
1.8507409999999997,1,21,179,179,8.766666666666667
2.2691694,1,8,74,75,10.55
7.1132827999999995,1,21,130,219,21.3
1.5932466,1,17,97,97,13.616666666666667
2.9933724,1,15,74,263,11.35
3.8463226,1,21,74,151,10.266666666666667
0.7563898,1,14,41,151,3.1166666666666667
3.1060262,1,18,43,166,8.766666666666667
7.24203,1,20,166,236,25.1
0.20921420000000002,1,14,242,242,1.55
0.80467,1,22,223,223,3.4166666666666665
6.5822006,1,23,65,89,20.633333333333333
2.4622902,1,14,74,75,11.633333333333333
5.9384646,2,17,97,188,23.9
1.6254334,1,21,129,129,7.7
5.809717399999999,1,16,82,138,12.05
0.9495106,1,17,74,41,4.033333333333333
1.6254334,1,21,66,66,7.716666666666667
1.7541806000000002,1,12,82,129,15.083333333333334
5.7614372000000005,1,5,74,140,11.733333333333333
21.2271946,1,13,66,1,32.5
2.5266638,1,12,74,75,13.766666666666667
1.7863674,1,14,95,95,10.366666666666667
1.6254334,1,7,42,74,6.316666666666666
2.9611856000000003,1,14,43,238,17.316666666666666
6.2281458,2,18,95,129,28.2
1.5932466,4,12,75,75,9.016666666666667
1.2552852,1,11,42,42,5.883333333333334
4.2003774,1,8,95,135,17.233333333333334
6.8557884,1,17,65,89,27.8
6.0189316,1,13,82,138,10.816666666666666
1.367939,1,14,69,47,7.3
1.7702740000000001,1,15,42,116,11.616666666666667
5.5200362,1,21,74,141,12.233333333333333
4.506151999999999,2,16,65,225,21.916666666666668
0.9816973999999999,2,13,236,263,5.583333333333333
18.4108496,1,13,130,255,33.05
2.5105704,1,10,41,42,9.45
6.2603326,1,17,74,142,19.7
4.007256600000001,1,16,74,238,17.416666666666668
3.4922678,1,16,82,82,25.166666666666668
6.2442392,1,10,43,170,33.36666666666667
4.7958332,1,0,7,260,12.066666666666666
11.7320886,1,14,244,161,31.3
2.5910374000000003,1,7,74,42,10.433333333333334
2.4783836,1,6,74,75,7.816666666666666
2.1243288000000002,1,7,74,75,14.233333333333333
1.9955816,1,14,43,238,5.066666666666666
2.2208892,1,20,74,42,9.983333333333333
0.7724831999999999,1,8,42,42,3.2
0.7724831999999999,1,10,236,236,5.0
11.426314,1,14,130,138,17.016666666666666
4.9728606,1,14,65,181,20.533333333333335
2.7841582,1,9,74,75,18.583333333333332
16.6888558,1,8,65,138,15.366666666666667
15.787625400000001,1,16,130,179,23.733333333333334
1.4805928000000002,1,10,95,95,8.483333333333333
1.8346475999999998,2,15,75,41,4.3
12.230984,1,7,236,125,32.15
3.0738393999999998,1,14,43,141,17.3
4.2969378,2,18,74,237,14.533333333333333
2.41401,1,19,75,262,6.783333333333333
2.4461968,1,15,83,82,11.9
10.621644,1,13,74,138,17.216666666666665
3.0094658,2,9,236,237,10.666666666666666
6.179865599999999,1,15,82,138,10.166666666666666
2.41401,1,8,74,75,11.9
1.7380872,6,0,41,42,9.083333333333334
2.9129054,1,19,65,195,12.233333333333333
2.3335429999999997,2,8,74,75,7.683333333333334
4.586619,1,15,43,142,17.033333333333335
8.4007548,1,18,75,224,27.933333333333334
33.2167776,1,11,166,1,46.266666666666666
2.1404222,1,9,74,75,15.683333333333334
4.1520972,1,18,65,45,17.35
3.4439876000000003,1,17,43,237,13.733333333333333
2.4622902,1,16,75,151,9.2
8.529501999999999,1,3,157,79,21.316666666666666
1.5610598,1,13,74,42,7.666666666666667
1.4001258,1,22,166,166,4.966666666666667
2.1404222,1,15,82,157,7.683333333333334
3.3474272000000003,1,17,129,173,23.4
1.0138842,6,10,42,42,4.35
2.5266638,1,17,75,41,6.733333333333333
2.092142,1,16,75,74,13.5
5.3430088,1,21,74,238,18.716666666666665
10.943512,1,10,65,230,33.61666666666667
4.6831794,2,1,129,157,16.366666666666667
3.2830536,1,20,74,24,12.133333333333333
2.41401,1,5,74,152,7.55
3.3152404,1,16,95,134,13.416666666666666
4.0394434,6,14,43,141,22.316666666666666
11.587248,1,12,244,230,21.55
2.5910374000000003,1,2,82,129,13.266666666666667
4.6348991999999996,1,15,74,262,14.15
2.2208892,1,8,74,43,8.683333333333334
2.7519714,2,10,74,166,12.783333333333333
6.2603326,1,23,74,244,9.883333333333333
5.0211408,1,18,74,239,17.583333333333332
1.1587247999999999,1,11,41,41,4.066666666666666
3.057746,5,15,75,42,9.616666666666667
3.2025866,1,15,74,236,8.716666666666667
1.8346475999999998,1,15,75,236,9.233333333333333
8.0949802,1,6,216,191,27.933333333333334
3.7658555999999996,1,7,74,74,9.116666666666667
0.48280199999999995,1,14,166,41,1.75
3.6049216000000004,1,5,37,36,11.916666666666666
1.4966862,1,7,75,74,2.3833333333333333
2.4944770000000003,5,9,74,43,7.833333333333333
5.230355,1,13,65,188,20.133333333333333
3.0416526,2,9,166,152,10.15
2.092142,1,8,74,75,12.133333333333333
5.7292504,5,7,75,42,14.666666666666666
3.7014819999999995,1,16,74,236,16.333333333333332
2.092142,1,9,74,75,6.883333333333334
17.9924212,1,14,130,146,57.3
1.6576202,3,9,236,263,8.6
8.85137,1,11,166,142,15.9
1.3840324,1,3,129,129,7.016666666666667
2.6393176,1,18,92,53,9.033333333333333
0.6759227999999999,1,11,75,75,1.8833333333333333
3.6853886,1,11,74,236,11.783333333333333
0.6276426,5,15,43,236,7.35
6.0833052,1,10,82,138,7.983333333333333
2.9933724,1,18,75,237,10.683333333333334
2.3496364,1,11,74,75,13.1
3.21868,1,12,75,41,11.95
12.890813399999999,1,17,66,164,33.86666666666667
5.3751956,1,11,41,141,22.6
5.310822,1,16,129,138,10.7
8.6421558,1,13,41,229,21.366666666666667
6.115492,1,12,82,138,10.25
1.7380872,1,19,97,97,14.45
3.8624159999999996,1,12,74,166,12.0
5.3751956,1,17,129,92,31.3
5.9545580000000005,1,9,74,163,22.516666666666666
11.587248,2,19,244,163,21.333333333333332
3.8141358000000003,1,10,74,151,19.166666666666668
4.3774048,1,23,74,141,8.433333333333334
6.5822006,1,21,74,143,25.483333333333334
8.7548096,1,15,75,234,30.0
2.2530759999999996,1,8,74,75,6.533333333333333
5.5361296,1,22,65,88,17.816666666666666
1.9473014,1,12,41,42,8.466666666666667
2.5749440000000003,1,8,74,166,13.583333333333334
2.4461968,1,8,74,75,15.35
10.299776000000001,1,7,157,236,26.316666666666666
4.876300199999999,1,16,74,238,14.833333333333334
2.5588506,1,18,74,75,8.016666666666667
6.3086128,1,11,41,161,30.333333333333332
5.63269,1,6,74,140,12.483333333333333
1.4001258,1,12,75,151,2.8666666666666667
4.2164708,1,19,74,262,14.816666666666666
2.9289988,1,17,43,239,10.966666666666667
9.7847872,1,14,244,170,35.03333333333333
4.5222454,1,16,74,239,21.366666666666667
3.9589764,1,20,65,76,28.233333333333334
0.9495106,1,21,92,92,6.216666666666667
3.21868,1,0,97,89,20.216666666666665
10.46071,1,10,223,50,36.6
15.8359056,1,12,75,157,36.71666666666667
4.9567672,1,0,130,218,13.65
1.9312079999999998,1,0,43,238,4.816666666666666
8.4168482,1,3,157,189,24.7
3.7336688,1,16,74,236,14.533333333333333
2.172609,2,17,74,75,8.816666666666666
27.7128348,1,17,74,132,42.06666666666667
1.5771532,1,17,97,97,13.416666666666666
42.727977,1,8,195,132,34.766666666666666
2.1243288000000002,1,16,41,151,10.216666666666667
0.402335,2,17,25,25,5.05
13.067840799999999,1,8,41,4,38.38333333333333
3.0094658,1,9,74,75,9.516666666666667
1.1104446,1,17,216,216,9.083333333333334
1.7541806000000002,1,18,74,74,8.066666666666666
2.6232241999999997,1,9,74,74,11.783333333333333
1.8829277999999998,1,16,152,116,5.3
2.9933724,2,13,74,263,13.083333333333334
2.7680648,1,12,75,41,8.683333333333334
3.0416526,1,6,74,166,12.533333333333333
2.7841582,1,7,74,75,13.966666666666667
1.4805928000000002,1,19,83,83,8.25
7.000628999999999,5,19,82,102,33.88333333333333
2.2852628,5,13,260,129,12.866666666666667
5.069421,1,14,74,262,21.1
3.21868,1,14,75,166,10.9
12.713786,4,10,195,100,46.38333333333333
2.6393176,1,8,74,166,11.683333333333334
1.8668344,1,15,97,49,16.183333333333334
4.4578718,1,21,74,151,12.2
3.6049216000000004,1,7,74,263,8.416666666666666
9.446825800000001,1,8,166,246,17.25
5.9545580000000005,1,20,43,229,13.233333333333333
1.046071,1,19,75,236,5.3
10.1549354,1,12,197,177,26.566666666666666
4.2325642,1,21,97,61,17.616666666666667
0.9656039999999999,6,10,75,236,4.683333333333334
2.3818232,1,16,74,75,7.366666666666666
18.0728882,1,15,75,252,43.2
1.689807,1,16,43,238,6.433333333333334
5.5039428,1,20,74,263,13.766666666666667
10.605550599999999,6,17,83,197,41.983333333333334
2.6715044,1,19,74,236,6.633333333333334
6.1637722,1,15,97,227,28.983333333333334
2.3657298,1,5,74,75,6.583333333333333
4.7958332,1,18,82,70,11.733333333333333
4.667085999999999,1,18,74,262,13.55
4.7153662,1,17,42,235,15.933333333333334
4.7958332,5,7,74,237,19.033333333333335
3.1703997999999998,1,21,83,226,10.366666666666667
4.4900586,1,14,43,142,18.566666666666666
3.6853886,2,18,74,263,14.116666666666667
0.9816973999999999,1,20,75,236,6.35
3.1221196,1,15,74,236,8.916666666666666
1.367939,1,0,74,75,5.65
5.1659814,1,15,43,48,14.566666666666666
7.5156178,1,12,74,233,15.35
3.3152404,1,17,43,140,12.816666666666666
2.9611856000000003,1,22,244,116,9.616666666666667
1.2874720000000002,1,16,95,95,5.55
2.9611856000000003,1,19,95,135,8.55
15.674971600000001,1,16,130,7,25.866666666666667
2.0438618,2,7,75,262,7.983333333333333
7.3868706,1,12,74,141,22.433333333333334
2.7197846,1,16,75,166,14.1
2.896812,1,17,43,141,13.533333333333333
1.0943512,1,16,74,74,3.283333333333333
1.1909116,1,16,75,75,8.8
2.2852628,1,15,24,43,8.35
2.1243288000000002,1,15,41,75,9.533333333333333
1.7059004,5,9,236,237,5.45
6.5339203999999995,1,18,74,151,17.983333333333334
3.379614,1,19,75,239,10.25
8.0949802,1,15,130,139,30.416666666666668
2.0277684,1,15,75,74,8.216666666666667
1.5932466,1,13,95,95,6.85
0.7724831999999999,1,15,75,75,7.366666666666666
1.9633947999999999,1,14,74,42,7.516666666666667
1.5932466,1,7,74,41,6.9
10.3963364,1,10,243,143,13.483333333333333
6.2442392,1,23,66,256,18.383333333333333
3.2830536,1,12,41,238,12.633333333333333
1.2713786,1,11,95,95,5.666666666666667
0.8529502,1,15,82,82,5.533333333333333
4.9567672,1,13,74,238,20.0
2.2530759999999996,1,22,74,41,11.3
2.41401,1,8,74,75,13.283333333333333
3.8624159999999996,1,17,74,262,15.366666666666667
11.941302799999999,1,22,74,90,25.383333333333333
1.8990212,1,10,74,152,5.916666666666667
2.5588506,1,20,74,24,7.083333333333333
2.2530759999999996,1,8,74,75,11.183333333333334
2.2530759999999996,1,10,74,75,8.05
1.60934,1,11,43,151,7.25
33.9248872,2,7,195,132,30.266666666666666
8.2559142,2,14,75,243,38.4
2.7841582,2,9,166,239,9.2
1.7863674,2,6,74,74,6.133333333333334
3.9106962000000003,1,18,7,129,14.816666666666666
1.3840324,1,8,74,75,6.716666666666667
3.8624159999999996,1,3,243,116,7.933333333333334
4.876300199999999,1,18,74,238,21.983333333333334
6.0993986,1,16,74,142,19.683333333333334
8.947930399999999,1,18,82,28,31.25
1.9955816,1,8,41,42,7.1
9.816974,1,14,152,68,16.45
1.6254334,2,8,95,134,8.7
3.7175754,1,10,41,263,17.016666666666666
1.1748182,1,16,43,151,4.766666666666667
4.506151999999999,1,15,74,239,20.716666666666665
3.057746,1,15,75,263,13.65
2.896812,1,18,74,166,10.183333333333334
2.6232241999999997,1,17,82,95,8.1
2.1887024,1,10,74,75,11.283333333333333
20.7443926,2,10,83,89,47.233333333333334
2.7036911999999997,1,8,74,236,17.983333333333334
2.1404222,5,18,75,74,4.3
2.9772790000000002,6,15,75,237,14.533333333333333
1.7059004,6,12,43,238,4.75
10.782578,2,3,157,181,19.833333333333332
2.4622902,1,9,74,75,11.033333333333333
3.057746,1,9,74,24,11.933333333333334
1.8346475999999998,1,16,41,24,12.8
0.8851370000000001,1,10,75,75,3.0166666666666666
0.48280199999999995,2,16,75,75,3.316666666666667
5.1659814,1,14,65,225,20.683333333333334
7.209843200000001,1,9,43,137,20.15
2.0599552,1,9,75,262,8.35
10.5089902,1,18,152,200,15.916666666666666
4.2808444,1,9,74,263,15.316666666666666
4.2647509999999995,1,18,43,161,22.666666666666668
2.1404222,1,20,75,74,5.833333333333333
2.9772790000000002,1,15,43,239,15.85
4.6992728,1,12,75,142,18.85
7.644365,1,18,82,135,33.56666666666667
3.8785094,1,9,145,255,14.0
4.7636464,1,0,74,238,15.183333333333334
6.5822006,1,22,74,7,13.133333333333333
20.6317388,1,21,265,82,38.516666666666666
2.5105704,1,15,75,74,7.05
2.1565156,1,9,55,55,9.983333333333333
1.9794882,1,16,74,42,12.166666666666666
6.115492,1,14,244,220,9.833333333333334
1.5449663999999999,1,12,43,75,5.333333333333333
1.7702740000000001,3,16,166,41,6.45
6.3086128,1,23,66,255,16.85
3.379614,1,12,74,262,15.616666666666667
4.2003774,1,16,74,74,28.75
2.1082354,1,6,55,55,9.216666666666667
9.5272928,1,4,83,180,24.683333333333334
2.4461968,1,22,95,95,10.383333333333333
3.9911632,1,14,74,151,16.8
1.7541806000000002,1,20,95,134,5.966666666666667
5.7453438,2,16,74,147,24.4
1.0782578,1,22,75,75,8.033333333333333
1.3035654,1,17,82,82,5.966666666666667
2.3496364,1,3,173,129,6.433333333333334
5.391289,1,15,74,239,21.533333333333335
4.4578718,1,15,41,239,18.3
3.8624159999999996,1,8,116,151,9.866666666666667
2.816345,1,20,40,189,11.833333333333334
8.014513200000001,1,11,244,238,26.35
3.6532018,1,10,75,116,12.233333333333333
1.2874720000000002,1,14,75,74,6.866666666666666
0.37014820000000004,1,11,75,236,1.9166666666666667
7.5960848,1,11,244,238,16.5
1.9955816,1,21,66,65,14.066666666666666
0.7885766,1,17,83,83,3.7666666666666666
3.8624159999999996,1,15,74,263,10.266666666666667
2.092142,1,6,74,75,6.516666666666667
4.3613114,2,10,74,239,17.666666666666668
2.3979166,1,20,75,238,8.3
1.6737136000000001,1,14,43,236,7.75
2.2691694,1,12,41,152,9.883333333333333
2.8485318,1,21,95,196,10.983333333333333
5.6809702,1,0,146,129,19.416666666666668
2.8646252,1,9,74,166,12.683333333333334
5.8579976,1,6,74,140,9.816666666666666
1.5127796,1,11,43,239,11.45
7.0810960000000005,3,17,82,258,26.016666666666666
5.5844098,1,17,166,230,25.416666666666668
3.5888282,1,23,25,189,13.65
4.0877236,1,12,95,258,15.95
3.7980424,1,22,74,74,7.616666666666666
2.092142,1,19,75,74,5.466666666666667
2.4944770000000003,1,13,74,24,7.916666666666667
5.310822,1,11,166,163,22.683333333333334
4.345218,1,14,65,17,25.1
2.3174495999999998,1,15,82,129,13.866666666666667
13.582829599999998,1,17,244,158,25.366666666666667
12.504571799999999,1,16,75,144,33.63333333333333
